"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","314","idan","oauthlib","singingwolfboy","2015-02-10 23:54:14","We might want to instantiate a RSA OAuth1 client, but not load the RSA key until later. We should move the check from where the client is initialized, to where the RSA key is actually used.
","start issue","Check for rsa_key when it's actually needed"
"issue_closed","314","idan","oauthlib","thedrow","2015-07-01 11:26:50","","closed issue","Check for rsa_key when it's actually needed"
"pull_request_title","314","idan","oauthlib","singingwolfboy","2015-02-10 23:54:14","We might want to instantiate a RSA OAuth1 client, but not load the RSA key until later. We should move the check from where the client is initialized, to where the RSA key is actually used.
","96caa4991fed3ff376ee15214607d05385ff9d7d","Check for rsa_key when it's actually needed"
"pull_request_merged","314","idan","oauthlib","thedrow","2015-07-01 11:26:50","Check for rsa_key when it's actually needed","e01e0e86140da05fa5dc199f282e1f7dd311a5f6","Pull request merge from singingwolfboy/oauthlib:require-rsa-key-when-being-used to idan/oauthlib:master"
"issue_comment","314","idan","oauthlib","josephtate","2015-05-06 21:30:11","Can you freshen this? And maybe provide a unit test?
","",""
"issue_comment","314","idan","oauthlib","singingwolfboy","2015-05-07 03:11:31","@josephtate fixed!
","",""
"issue_comment","314","idan","oauthlib","josephtate","2015-05-07 03:13:43","LGTM pending travis run.
","",""
"issue_comment","314","idan","oauthlib","singingwolfboy","2015-05-09 13:58:46","@josephtate ping
","",""
"issue_comment","314","idan","oauthlib","josephtate","2015-05-11 19:22:46","@singingwolfboy I'm not able to merge pull requests, just pitching in to review. :( @ib-lundgren this LGTM.
","",""
"pull_request_commit","314","idan","oauthlib","singingwolfboy","2015-02-10 22:57:06","Check for rsa_key when it's actually needed","96caa4991fed3ff376ee15214607d05385ff9d7d",""
