"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","219","idan","oauthlib","edevil","2013-10-29 16:48:03","The interface was not consistent. This would result in a:

```
  File ""/Users/andre/work/penv/discosite/lib/python2.7/site-packages/oauthlib/oauth2/rfc6749/grant_types/authorization_code.py"", line 384, in validate_token_request
    request.code, request.redirect_uri, request.client):
TypeError: confirm_redirect_uri() takes at least 6 arguments (5 given)
```
","start issue","Correct interface"
"issue_closed","219","idan","oauthlib","ib-lundgren","2013-11-01 09:16:28","","closed issue","Correct interface"
"pull_request_title","219","idan","oauthlib","edevil","2013-10-29 16:48:03","The interface was not consistent. This would result in a:

```
  File ""/Users/andre/work/penv/discosite/lib/python2.7/site-packages/oauthlib/oauth2/rfc6749/grant_types/authorization_code.py"", line 384, in validate_token_request
    request.code, request.redirect_uri, request.client):
TypeError: confirm_redirect_uri() takes at least 6 arguments (5 given)
```
","3023c2b9bc17c556348a8602b7e82c52da1ee36d","Correct interface"
"pull_request_merged","219","idan","oauthlib","ib-lundgren","2013-11-01 09:16:28","Correct interface","3b68024b796152668c36e851f59a6e40066ea342","Pull request merge from edevil/oauthlib:CorrectInterface to idan/oauthlib:master"
"issue_comment","219","idan","oauthlib","ib-lundgren","2013-11-01 09:16:26","Excellent!
","",""
"issue_comment","219","idan","oauthlib","lepture","2013-11-01 16:29:22","weird, it was without request.
","",""
"issue_comment","219","idan","oauthlib","ib-lundgren","2013-11-01 16:48:36","Sigh. Might have read it wrong thinking the request object was missing. Will re-review/rollback later this weekend. Thanks for pointing it out @lepture . 
","",""
"pull_request_commit","219","idan","oauthlib","edevil","2013-10-29 16:43:54","Correct interface of RequestValidator.confirm_redirect_uri() to make it consistent with the call in AuthorizationCodeGrant.validate_token_request().","3023c2b9bc17c556348a8602b7e82c52da1ee36d",""
