"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","74","nilearn","nilearn","bthirion","2013-06-11 21:21:24","This is a small PR that addresses some details of the documentation and examples . It is true that documentation needs a larger refactoring, but this will be the topic of future PRs.
","start issue","MRG: Doc improvements"
"issue_closed","74","nilearn","nilearn","GaelVaroquaux","2013-06-12 09:38:08","","closed issue","MRG: Doc improvements"
"pull_request_title","74","nilearn","nilearn","bthirion","2013-06-11 21:21:24","This is a small PR that addresses some details of the documentation and examples . It is true that documentation needs a larger refactoring, but this will be the topic of future PRs.
","fccbd26f61db8c9215f501a95f03a2bd9ecb75d1","MRG: Doc improvements"
"pull_request_merged","74","nilearn","nilearn","GaelVaroquaux","2013-06-12 09:38:08","MRG: Doc improvements","ef8d760ca7bd1438285a914ee6cf007ad0160823","Pull request merge from bthirion/nilearn:doc-improvements to nilearn/nilearn:master"
"issue_comment","74","nilearn","nilearn","GaelVaroquaux","2013-06-12 09:35:03","Looks good. Merging. Thanks!
","",""
"pull_request_commit","74","nilearn","nilearn","bthirion","2013-06-11 09:35:07","ENH: Small fixes in docs","d1980b7c889b22328beafbbae7677501253c0421",""
"pull_request_commit","74","nilearn","nilearn","bthirion","2013-06-11 11:49:41","Rewrote the example using a generative model","ebf89f6ec439fb3e7c8c29f52f77d0ffa7f0dfec",""
"pull_request_commit","74","nilearn","nilearn","bthirion","2013-06-11 15:24:04","ENH: mostly cosmetic to improve examples","8e8caf34ed1763c850316c6f5eb7939689d052d0",""
"pull_request_commit","74","nilearn","nilearn","bthirion","2013-06-11 16:27:02","ENH: Hompgeneous use of mask opening. Beware that default values has changed to mask_opening=2 instead of False","6a4d274c5d8d0c235d07ca4bab33eb45a08e78bd",""
"pull_request_commit","74","nilearn","nilearn","bthirion","2013-06-11 21:12:42","Corrected the resmapling doc regarding target_shape","fccbd26f61db8c9215f501a95f03a2bd9ecb75d1",""
"pull_request_commit_comment","74","nilearn","nilearn","AlexandreAbraham","2013-06-12 07:08:30","If opening is now activated by default, we could just remove the first step here (or find an example in which opening value needs to be changed, but I think we don't have one).
","6a4d274c5d8d0c235d07ca4bab33eb45a08e78bd","(8, 119, u'doc/extracting_data.rst')"
"pull_request_commit_comment","74","nilearn","nilearn","bthirion","2013-06-13 08:08:20","You're right. We should remove this paragraph. Actually, I am thinking of this more as an illustration of the feature rather than a necessary step in the present case (I'm not even sure that opening brings a crucial improvement here).
","6a4d274c5d8d0c235d07ca4bab33eb45a08e78bd","(8, 119, u'doc/extracting_data.rst')"
"pull_request_commit_comment","74","nilearn","nilearn","AlexandreAbraham","2013-06-12 07:10:35","od -> of
","ebf89f6ec439fb3e7c8c29f52f77d0ffa7f0dfec","(48, 65, u'plot_simulated_data.py')"
